V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	target
-1.019	-1.758	-1.782	-2.153	0.331	0.133	-1.783	-1.963	-1.985	-0.39	0.134	0.448	0.292	-2.086	-0.665	0.428	-2.433	-1.428	-0.571	1.003	-2.065	1.336	-0.063	-3.423	1.656	-1.534	0.278	-0.384	-0.436	0.644	0.214	-1.881	1.45	-0.871	-1.119	-4.507	-0.136	1.732	-1.843
-0.72	-0.976	-1.634	-2.325	0.204	0.045	-1.721	-1.945	-1.728	-0.39	-1.388	0.288	0.636	-2.252	-0.424	0.518	-2.339	-1.428	-0.734	0.732	-2.027	1.446	-0.063	-3.429	1.661	-1.609	0.273	-0.267	-0.45	0.817	-0.952	-1.851	-0.629	-1.005	-1.021	-4.507	-0.799	1.507	-1.646
-0.727	-0.904	-1.585	-2.538	0.259	0.041	-1.704	-1.887	-1.711	-0.39	-0.744	0.297	0.644	-2.486	-0.414	0.518	-2.165	-1.428	1.233	0.62	-1.971	1.536	0.035	-3.932	1.657	-1.512	0.39	-0.233	-0.45	0.692	-0.969	-1.369	-0.889	-1.947	-1.799	-4.031	-0.598	1.466	-1.688
-1.184	-1.49	-1.848	-2.538	0.231	0.248	-1.747	-1.887	-2.093	-0.39	-1.139	0.678	0.709	-2.478	-0.568	0.505	-2.145	-1.693	1.444	0.623	-2.162	1.544	0.133	-4.065	1.659	-1.343	0.485	-0.361	-0.446	0.692	0.484	-1.434	-0.099	-0.04	-0.29	-4.685	-0.811	1.963	-2.073
-1.329	-1.445	-1.854	-2.469	0.137	0.096	-1.795	-1.866	-2.222	-0.39	-0.712	0.41	0.747	-2.596	-0.484	0.505	-2.145	-1.693	-0.561	0.355	-2.152	1.585	0.133	-3.45	1.658	-1.271	0.351	-0.389	-0.454	0.94	-0.381	-1.479	0.219	-0.843	0.16	-5.101	-1.037	2.061	-2.397
-1.379	-1.53	-1.886	-2.626	0.234	0.23	-1.881	-1.872	-2.45	-0.39	-1.679	0.509	1.005	-2.024	-0.403	0.673	-2.3	-0.72	-1.763	0.653	-1.55	1.333	0.133	-1.952	1.659	-1.147	0.613	-0.412	-0.441	1.152	-0.457	-1.688	-0.504	-2.047	-2.493	-3.091	-1.386	1.963	-2.621
-0.837	-0.868	-1.724	-2.568	0.264	0.158	-1.87	-1.883	-1.756	-0.827	-1.06	0.527	1.079	-2.407	-0.442	0.878	-2.364	-0.056	-0.563	0.69	-0.842	1.58	0.133	-3.415	1.658	-1.009	0.543	-0.266	-0.449	1.272	-0.376	-1.537	-0.323	-0.631	-1.04	-3.937	-1.356	1.779	-2.148
-1.454	-1.804	-1.903	-2.506	0.206	0.084	-1.913	-1.866	-1.733	-1.898	-0.985	0.354	0.858	-1.291	-0.58	0.878	-2.254	0.165	-0.566	0.09	-0.844	1.023	0.133	-3.451	1.658	-0.922	1.344	-0.384	-0.453	1.325	0.269	-1.311	0.08	0.419	0.16	-4.031	-0.781	2.169	-2.601
-1.017	-1.18	-1.578	-2.487	0.29	-0.007	-1.979	-1.866	-2.023	-2.114	-1.787	0.202	0.87	-1.174	-0.502	1.027	-2.365	0.165	-1.272	0.226	-0.325	1.001	0.133	-3.191	1.935	-0.935	1.26	-0.225	-0.451	1.467	1.265	-1.622	0.522	-0.398	-0.759	-4.401	-1.165	1.322	-1.944
-0.63	-0.6	-1.44	-2.266	0.387	0.056	-1.892	-1.878	-1.544	-2.114	-0.44	0.277	1.04	-1.136	-0.699	1.032	-2.365	0.165	-0.569	0.21	-0.297	0.945	0.133	-3.188	1.941	-0.975	1.423	-0.211	-0.452	1.467	0.458	-1.331	1.152	-0.288	-0.534	-4.348	-0.837	1.402	-1.43
-0.487	-0.523	-1.45	-2.067	0.511	0.075	-1.858	-1.86	-1.446	-2.114	-0.332	0.392	1.211	-1.471	-0.861	1.047	-2.016	0.165	-1.31	-0.154	-0.657	1.163	0.133	-3.153	1.941	-1.099	1.366	-0.21	-0.453	1.188	0.142	-0.989	1.274	-0.522	-0.637	-4.15	-0.661	1.5	-1.091
-0.701	-0.83	-1.488	-1.928	0.524	-0.014	-1.854	-1.824	-1.941	-2.114	-0.786	0.094	1.209	-0.662	-0.679	0.87	-1.978	0.165	-1.763	0.054	-1.191	0.772	0.314	-2.182	1.935	-1.331	1.584	-0.222	-0.454	1.174	-0.427	-1.116	-0.516	-2.047	-2.258	-3.675	-0.327	1.295	-1.308
-0.579	-0.739	-1.461	-1.936	0.486	0.062	-1.783	-1.796	-1.413	-2.114	-0.5	0.369	1.197	-1.417	-0.599	0.87	-1.859	0.165	-1.113	0.275	-1.543	1.184	0.314	-3.395	1.935	-1.403	1.296	-0.224	-0.445	1.096	-0.249	-0.792	0.486	-1.923	-2.16	-4.853	-0.419	1.515	-1.353
-1.092	-1.298	-1.617	-2.042	0.579	-0.003	-1.796	-1.796	-1.722	-2.114	-0.402	0.243	1.119	-1.423	-0.525	0.762	-1.859	0.165	-0.224	-0.085	-1.883	1.131	0.314	-3.872	1.935	-1.406	1.513	-0.314	-0.449	1.096	-0.189	-0.792	0.645	-1.244	-1.527	-4.731	-0.499	1.813	-1.748
-1.218	-1.564	-1.705	-2.472	0.608	0.056	-1.875	-1.772	-2.187	-2.114	-1.156	0.308	1.251	-1.555	-0.656	0.787	-2.012	0.165	-0.843	0.277	-1.841	1.127	0.314	-3.443	1.935	-1.342	1.303	-0.363	-0.453	1.315	0.352	-1.252	0.411	-1.187	-0.009	-4.507	-0.395	1.801	-2.642
-1.021	-1.367	-1.728	-2.626	0.767	-0.019	-1.934	-1.785	-2.01	-2.114	-1.199	0.157	0.775	-1.536	-0.767	0.864	-2.012	-0.366	-1.424	0.804	-1.264	1.08	0.314	-3.005	1.935	-1.168	0.938	-0.329	3.811	1.41	1.207	-1.386	0.384	-1.473	-1.752	-4.507	-1.409	1.88	-2.502
-1.054	-1.404	-1.792	-2.625	0.602	-0.13	-2.021	-1.811	-2.075	-2.114	-1.094	-0.038	0.988	-1.417	-0.734	1.049	-2.148	-0.897	-2.814	0.965	-0.973	1.039	0.314	-1.698	1.935	-1.03	0.425	-0.342	3.811	1.41	0.289	-1.446	-0.096	-3.48	-4.789	-3.081	-1.223	1.953	-2.465
-0.72	-1.14	-1.748	-2.613	0.752	-0.034	-2.028	-1.813	-1.808	-2.114	-1.189	0.102	0.884	-1.321	-0.661	1.049	-2.176	-0.897	-1.3	1.385	-0.552	0.966	0.314	-3.265	1.935	-0.932	-0.005	-0.27	3.817	1.539	0.263	-1.418	1.007	-3.194	-1.977	-3.546	-1.494	1.767	-2.053
-0.26	-0.549	-1.547	-2.62	0.603	0.057	-1.996	-1.813	-1.147	-2.114	-0.963	0.301	0.843	-1.257	-0.769	1.345	-2.064	-0.897	-1.313	0.951	0.101	0.924	0.314	-3.256	1.935	-0.906	-0.249	-0.125	-0.457	1.724	0.146	-1.278	0.734	-2.596	-1.977	-4.388	-1.17	1.411	-1.725
-0.463	-0.613	-1.56	-2.421	0.435	-0.064	-1.948	-1.779	-1.202	-2.114	-0.905	0.045	0.944	-1.348	-0.835	1.419	-1.988	-0.897	-1.302	0.786	0.183	1.0	0.314	-3.248	1.935	-0.938	-0.315	-0.206	-0.46	1.724	0.384	-0.89	0.511	-1.76	-1.977	-4.269	-0.51	1.703	-1.505
-0.493	-0.686	-1.599	-1.967	0.34	-0.025	-1.938	-1.772	-1.416	-2.114	-0.411	0.116	1.164	-0.641	-0.695	1.641	-1.949	-0.897	-1.296	0.516	-0.64	0.661	0.314	-3.245	1.935	-1.214	-0.003	-0.195	-0.456	1.953	0.214	-0.917	1.017	-1.76	-1.977	-4.269	-0.573	1.679	-0.651
-0.273	-0.582	-1.442	-1.939	0.569	-0.126	-1.855	-1.757	-1.163	-2.114	-0.42	-0.031	0.999	-1.282	-0.506	1.982	-1.854	-0.897	-1.218	0.965	-1.239	1.013	0.133	-3.207	1.89	-1.566	-0.302	-0.15	-0.458	1.974	0.508	-0.954	0.849	-0.303	-0.688	-4.269	-0.488	1.445	-0.624
-0.104	-0.316	-1.507	-1.928	0.638	0.009	-1.814	-1.72	-1.023	-2.114	-0.292	0.016	0.99	-0.861	-0.433	1.982	-1.854	-0.897	-3.574	0.778	-1.917	0.821	0.224	-2.057	1.657	-1.772	-0.154	-0.116	-0.457	2.203	-2.78	-0.772	-2.737	-2.486	-2.713	-1.596	-0.359	1.601	-0.757
0.193	0.175	-1.249	-1.991	0.874	-0.192	-1.797	-1.72	-0.497	-2.114	-0.722	-0.111	1.337	-1.006	-0.463	2.187	-1.759	-0.366	-1.871	0.803	-1.965	0.92	0.314	-4.028	1.657	-1.795	-0.237	0.085	-0.459	2.446	-2.318	-0.518	-1.575	-1.187	-0.627	-4.21	-0.562	1.06	-0.632
0.297	0.067	-1.245	-2.112	1.025	-0.137	-1.717	-1.688	-0.397	-2.114	-0.558	0.044	1.149	-0.756	-0.425	2.235	-1.576	-0.366	-2.593	0.96	-2.006	0.851	0.314	-4.575	1.583	-1.666	0.254	0.101	-0.462	2.446	-2.04	-0.368	-1.607	-0.04	-0.29	-4.507	-0.652	1.13	-0.794
-0.43	-1.203	-1.527	-2.332	0.65	-0.316	-1.737	-1.678	-1.239	-2.114	-0.923	-0.935	0.693	1.038	-0.406	2.377	-1.507	-0.366	-0.782	0.269	-2.038	0.135	0.314	-1.752	1.565	-1.417	0.67	-0.167	-0.458	2.788	-0.009	-0.615	-1.96	-0.632	0.174	-3.309	-0.39	1.622	-2.193
0.959	0.601	-0.152	-2.318	1.149	-1.329	-1.467	-1.658	0.873	0.203	-1.172	-2.748	1.194	0.297	-0.347	2.51	-1.158	-0.897	0.015	0.935	0.256	1.029	0.314	0.326	0.824	-0.889	-0.02	0.337	-0.455	2.939	0.243	-0.728	1.118	0.82	-0.121	-0.943	-1.471	-1.296	-1.428
0.556	0.297	-0.704	-1.469	0.922	-0.416	-1.092	-1.5	0.434	0.473	-0.878	-0.56	0.822	-0.8	-0.279	2.51	-0.751	0.121	2.453	0.917	0.401	-0.377	0.314	0.334	0.801	-0.134	-0.191	0.259	-0.455	2.019	-0.57	0.072	-0.361	2.025	1.735	-0.943	-0.803	0.726	-0.395
0.234	0.04	-0.971	-0.946	0.784	-0.031	-0.982	-1.5	0.163	0.904	0.621	0.387	0.949	-2.057	-0.336	1.864	-0.683	0.165	-3.57	0.826	0.226	0.534	0.314	-0.348	0.102	0.043	-0.285	0.129	-0.458	1.86	-4.497	0.311	-3.087	-2.735	-2.315	0.364	-0.317	1.889	-0.614
-0.727	-1.164	-1.167	-0.823	0.374	-0.066	-0.943	-1.303	-1.061	0.904	-0.561	0.279	0.397	0.127	-0.415	1.88	-0.986	0.43	0.424	0.267	-0.495	-0.625	0.314	0.337	0.096	-0.182	1.031	-0.185	-0.453	1.846	-0.602	-0.457	-0.852	0.419	-2.315	0.364	-0.218	1.563	-1.188
-2.077	-2.704	-1.719	-1.424	-0.695	-0.286	-0.884	-1.215	-2.665	0.904	-0.643	-0.259	-0.691	-1.387	-0.353	1.88	-1.129	0.43	0.439	1.145	-1.49	0.112	0.314	0.334	0.1	-0.39	-0.035	-0.526	-0.451	2.353	0.253	-1.305	0.684	0.419	-2.315	0.364	-0.507	2.318	-2.215
-0.715	-1.065	-1.538	-1.755	0.385	-1.007	-0.936	-1.197	-1.249	0.904	-1.967	-2.109	-0.493	-0.225	-0.278	2.065	-1.565	0.43	0.441	0.826	-1.522	-0.738	0.51	0.339	0.098	-0.754	-0.043	-0.06	-0.452	2.455	0.198	-1.658	1.144	0.419	0.16	0.364	-2.151	1.203	-0.401
0.431	0.287	-0.878	-1.755	0.954	-0.399	-0.754	-1.201	0.318	0.904	-0.023	-0.355	0.845	-1.04	-0.105	2.033	-1.553	0.187	0.445	0.805	-0.924	-0.068	0.412	0.34	0.097	-0.945	-0.147	0.188	-0.449	2.455	0.062	-0.613	0.376	0.419	0.16	0.364	-0.041	0.532	-0.626
0.511	0.589	-0.823	-1.755	0.768	-0.774	-0.554	-1.201	0.3	0.904	-0.156	-1.453	0.886	0.199	-0.247	1.984	-0.95	0.165	0.447	0.479	-0.444	-0.738	0.314	0.328	0.1	-0.726	0.44	0.187	-0.45	1.553	-0.298	0.06	0.163	0.419	0.16	0.364	0.018	0.69	-0.726
0.013	-0.034	-0.839	-1.643	0.599	-0.374	-0.379	-1.013	-0.018	0.904	0.361	-0.325	0.587	-0.04	-0.191	1.448	-0.589	0.165	0.43	0.348	-0.125	-0.446	0.51	0.334	0.098	-0.26	0.918	0.022	-0.449	1.046	0.056	0.298	1.087	0.419	0.16	0.364	0.403	1.147	-1.039
-0.187	-0.33	-0.849	-1.523	0.6	-0.156	-0.261	-0.852	-0.437	0.904	0.011	0.171	0.389	-1.305	-0.465	0.85	-0.626	0.165	0.435	0.448	0.084	0.361	0.51	0.333	0.098	-0.006	0.33	-0.008	-0.449	1.046	0.456	-0.057	0.872	0.419	0.16	0.364	-0.133	1.14	-0.987
-0.355	-0.382	-1.093	-1.601	0.361	-0.235	-0.374	-0.82	-0.86	0.904	-0.454	-0.093	0.368	-1.046	-0.258	0.85	-0.877	0.165	0.433	0.268	0.112	0.137	0.314	0.332	-0.454	0.022	0.406	-0.008	-0.449	0.723	0.351	-0.413	0.554	0.419	0.16	0.364	-0.086	1.24	-1.088
0.271	0.432	-0.635	-1.566	-0.037	-0.417	-0.328	-0.788	0.277	0.904	-0.34	-0.349	0.288	-1.013	-0.282	0.46	-0.865	0.408	0.438	0.451	0.153	0.175	0.412	0.341	-0.457	-0.004	0.433	0.242	-0.434	0.534	0.909	-0.183	1.003	0.419	0.16	0.364	-0.55	0.216	-0.387
0.57	0.554	-0.437	-1.25	-0.205	0.162	-0.172	-0.788	0.608	0.904	0.195	0.852	-0.122	-2.526	-0.273	0.412	-0.424	0.43	1.138	0.482	0.579	1.15	0.51	0.334	-0.453	0.189	0.091	0.284	-0.432	-0.017	0.177	0.347	1.537	1.05	0.315	0.364	0.043	0.463	-0.225
-0.311	0.067	-0.776	-1.777	-0.41	-0.737	-0.23	-0.637	-0.3	0.904	-0.248	-1.346	-0.019	0.173	-0.313	-0.117	-0.453	0.43	-0.566	0.688	0.302	-0.823	0.51	0.332	-0.457	0.265	0.528	0.052	-0.436	-0.406	-0.149	0.079	0.613	1.05	1.397	0.364	0.182	0.034	-0.845
-1.287	0.565	-0.242	-1.799	-1.142	-0.187	-0.033	-0.557	0.087	0.904	-0.208	0.045	-1.356	-0.422	0.06	-0.555	-0.541	0.43	0.429	0.081	0.151	-0.232	0.51	0.321	0.807	0.562	0.679	0.196	-0.444	-1.167	-0.029	0.051	1.582	-0.107	1.397	0.364	-0.245	0.003	-1.12
-1.969	1.084	0.058	-1.799	-2.251	-0.094	0.148	-0.541	0.674	0.904	-0.621	0.095	-1.974	0.287	-0.129	-1.347	0.078	0.165	0.423	0.478	0.093	-0.744	0.51	0.328	0.807	1.275	0.901	0.397	3.735	-1.602	0.047	0.119	1.287	-0.212	0.16	0.364	-0.599	0.125	-1.342
-2.511	0.17	0.222	-1.909	-2.614	-0.123	0.324	-0.289	0.643	0.904	-0.575	0.124	-2.678	-0.002	-0.146	-1.347	0.351	0.408	0.447	0.383	-0.044	-0.428	0.51	0.33	1.194	1.87	0.827	0.434	0.088	-1.744	-0.221	0.798	0.393	0.419	0.16	0.364	-0.208	0.507	-1.652
-2.014	1.175	0.37	-2.007	-2.226	-0.036	0.511	-0.289	0.886	0.904	-0.793	0.334	-2.077	-1.332	-0.202	-1.839	0.705	0.43	0.44	1.238	0.173	0.474	0.51	0.339	1.229	2.632	-0.23	0.475	4.657	-1.714	0.438	1.149	0.482	0.419	0.16	0.364	-0.864	0.666	-1.041
-0.917	0.497	0.099	-1.979	-1.255	-0.553	0.475	-0.056	0.335	0.904	-0.587	-0.901	-1.041	0.526	-0.262	-1.852	0.4	0.43	0.424	0.424	0.629	-0.913	0.51	0.336	1.227	2.68	0.253	0.329	-0.458	-1.693	0.028	1.161	1.012	0.419	0.16	0.364	-0.327	0.191	-0.687
-0.776	0.478	0.531	-1.694	-1.239	-0.08	0.625	0.059	0.471	0.904	-0.307	0.19	-1.49	0.365	-0.265	-1.639	0.372	0.43	0.147	-0.137	0.554	-0.558	0.51	0.338	1.229	2.454	0.678	0.393	-0.454	-1.364	-0.283	0.702	-0.212	0.419	0.16	0.364	-0.513	-0.376	-0.028
-0.248	0.774	0.492	-1.652	-0.476	-0.145	0.773	0.082	0.787	0.904	0.449	0.139	-0.954	-0.275	-0.298	-1.639	0.679	0.165	-0.111	1.089	0.541	-0.011	0.51	0.331	1.235	1.957	0.543	0.418	0.723	-1.501	0.001	0.848	0.195	0.075	0.16	0.364	0.207	0.129	0.227
-0.061	0.333	-0.085	-1.68	0.065	-0.188	0.692	0.226	0.215	0.904	0.666	-0.013	-0.162	0.259	0.038	-1.43	0.548	0.165	-0.106	0.909	0.068	-0.426	0.412	0.337	1.235	1.425	0.512	0.28	0.721	-1.501	-0.22	0.895	-0.231	-0.126	0.16	0.364	0.807	0.613	0.097
0.355	0.446	0.552	-1.755	-0.466	0.17	0.767	0.226	0.631	0.904	0.423	0.762	-0.372	0.595	0.294	-1.137	0.369	0.165	-0.121	0.655	-0.313	-0.521	0.314	0.329	1.228	0.973	0.901	0.386	0.722	-0.912	-0.482	0.79	-0.776	-0.269	0.16	0.364	0.506	-0.623	0.328
-0.908	-0.709	-0.605	-1.85	-0.613	-0.068	0.732	0.285	-0.077	0.904	1.435	0.295	-0.346	-0.979	0.461	-0.99	0.372	0.165	-0.108	0.739	-1.565	0.496	0.51	0.348	0.813	0.792	0.473	-0.008	0.72	-0.894	-0.203	0.717	0.433	-0.269	0.16	0.364	1.546	1.854	-1.13
-0.562	-0.631	-0.509	-2.256	-0.106	-0.192	0.523	0.242	-0.565	0.904	-0.715	0.074	0.036	-0.583	0.386	-0.797	-0.114	0.121	-0.128	0.81	-1.421	0.237	0.51	0.338	-0.606	0.55	0.491	0.09	0.718	-0.891	-0.584	-0.278	0.395	-0.269	0.16	0.364	-0.47	1.001	-1.104
-0.328	-0.302	-0.19	-2.653	0.11	-0.098	0.444	0.233	-0.429	0.904	-0.912	0.286	-0.009	0.818	0.088	-0.672	-0.386	-0.366	-0.098	0.228	-0.349	-0.57	0.51	0.336	-1.311	0.538	1.054	0.184	0.719	-0.329	-0.948	-0.421	-1.134	-0.269	0.16	0.364	-0.406	0.121	-2.016
-2.084	-2.751	-1.446	-2.81	-1.661	-1.035	-0.122	0.033	-2.366	0.904	-2.583	-1.985	-1.375	0.458	0.248	0.175	-2.145	-0.897	1.434	1.494	-0.134	-0.723	0.314	0.331	-1.312	0.773	-0.541	-0.305	0.482	0.486	-0.542	-3.232	0.921	1.68	3.254	0.364	-2.595	0.084	-2.416
-0.356	-0.535	-0.441	-2.173	-0.732	-0.969	-0.037	-0.223	-0.44	0.904	-2.47	-1.223	-0.427	0.084	0.019	0.45	-1.784	-0.897	0.44	1.024	0.517	-0.32	0.314	0.343	-0.298	0.765	-0.095	0.046	-0.462	-0.038	0.306	-1.985	-0.19	1.05	1.791	0.364	-2.581	-0.804	0.271
-1.272	-1.2	-1.157	-1.844	-0.972	-0.181	-0.113	-0.223	-1.362	0.904	-0.168	0.006	-0.69	-0.415	0.331	-0.071	-1.151	-0.366	0.439	0.899	-0.4	-0.027	0.51	0.344	0.378	0.345	-0.182	-0.24	-0.462	-0.54	0.584	-1.162	0.721	1.05	0.104	0.364	-0.363	1.669	-0.887
-0.79	-0.121	-0.511	-1.874	-0.978	-0.526	-0.112	-0.245	-0.571	0.904	0.308	-0.74	-0.681	0.856	0.66	-0.332	-1.255	-0.366	0.435	0.868	-0.593	-0.911	0.51	0.324	0.714	-0.141	0.189	0.085	-0.463	-0.667	0.163	-1.205	1.168	0.419	0.366	0.364	0.187	-0.135	-0.449
-1.239	0.361	-0.061	-1.85	-1.744	-0.218	0.053	-0.219	0.088	0.904	0.384	-0.052	-1.417	0.67	0.554	-1.008	-0.725	0.165	0.427	0.378	-0.822	-0.565	0.51	0.331	1.087	-0.031	0.561	0.307	-0.461	-0.667	-0.597	-0.316	-0.451	0.419	0.498	0.364	0.883	-0.703	-0.669
-1.25	0.891	0.468	-1.817	-1.53	0.007	0.334	-0.193	0.802	0.904	0.337	0.546	-1.569	0.881	0.39	-1.416	-0.647	0.165	0.452	-0.078	-0.865	-0.489	0.51	0.349	1.368	0.528	1.303	0.404	-0.463	-1.425	-0.981	-0.074	-1.147	0.419	0.498	0.364	0.519	-0.61	-0.573
-3.298	-2.813	-0.739	-2.115	-3.656	0.062	0.473	0.025	-1.251	0.904	1.852	0.648	-4.097	0.599	0.341	-1.479	0.198	0.165	2.431	0.126	-2.134	-0.273	0.51	0.349	1.368	1.204	1.592	-0.329	-0.463	-1.343	-1.033	0.126	-1.163	1.68	2.185	0.364	1.73	2.046	-3.028
-1.403	-1.264	-1.046	-2.928	-0.438	-0.628	-0.171	0.016	-1.097	0.904	-2.583	-0.753	-0.6	-0.024	0.349	-0.425	-1.567	-0.366	0.067	0.522	-0.645	-0.166	0.51	0.334	-0.584	1.285	0.401	-0.063	-0.462	0.128	0.035	-1.876	0.246	-0.04	0.329	0.364	-2.582	0.577	-2.202
-0.1	-0.149	-0.654	-2.371	-0.048	-0.227	-0.178	-0.205	-0.35	0.904	-2.577	-0.024	-0.069	-0.617	0.579	-0.376	-1.222	-0.366	0.067	0.741	0.662	0.198	0.51	0.33	-0.607	1.242	0.044	0.075	-0.459	0.166	0.589	-0.989	1.049	-0.04	0.498	0.364	-2.514	0.28	-0.962
-0.562	-0.677	-1.161	-1.819	-0.233	0.031	-0.192	-0.202	-0.566	0.904	0.083	0.489	-0.352	-1.868	0.504	-0.131	-0.913	-0.366	-3.573	0.604	0.022	0.997	0.51	-1.847	-0.606	0.685	-0.149	-0.122	-0.462	-0.114	-4.494	-0.268	-3.808	-2.334	-2.146	0.364	-1.09	1.986	-0.13
-2.003	-2.534	-1.751	-2.001	-0.94	0.088	-0.452	-0.201	-2.457	0.904	1.589	0.434	-1.152	-0.474	0.523	-0.16	-1.601	-0.1	-0.21	0.614	-1.443	0.063	0.51	0.329	-0.606	-0.109	0.412	-0.445	-0.448	0.078	-0.345	-1.402	0.93	-2.295	-2.146	0.364	1.642	2.313	-1.645
-1.488	-1.683	-1.265	-2.152	-0.754	-0.194	-0.507	-0.339	-1.49	0.904	0.46	0.157	-0.533	0.464	0.752	-0.16	-1.61	0.01	0.443	-0.215	-1.514	-0.289	0.51	0.34	-0.608	-0.523	1.402	-0.286	-0.463	0.266	-0.263	-1.208	1.073	-2.104	0.31	0.364	0.466	1.578	-1.99
-1.422	-1.448	-1.223	-2.192	-0.414	-0.116	-0.509	-0.339	-1.861	0.904	-1.19	0.127	-0.083	-0.436	0.754	0.032	-1.656	0.165	0.438	0.435	-1.29	0.174	0.51	0.338	0.097	-0.588	0.773	-0.232	-0.462	0.23	0.743	-1.503	1.433	0.419	0.31	0.364	-0.912	1.266	-1.658
-0.57	-0.535	-0.938	-2.071	0.14	-0.127	-0.473	-0.394	-0.881	0.904	-0.979	0.101	0.11	0.247	0.571	-0.074	-1.485	0.165	0.428	-0.027	-0.885	-0.263	0.51	0.332	0.099	-0.483	1.097	-0.02	-0.457	0.18	0.23	-1.503	1.153	0.419	0.16	0.364	-1.163	0.655	-1.081
-0.355	0.179	-0.477	-1.969	-0.136	-0.078	-0.325	-0.371	-0.305	0.904	-0.524	0.24	-0.007	0.128	0.698	-0.222	-1.485	0.165	0.435	-0.1	-0.678	-0.147	0.51	0.34	0.098	-0.254	1.134	0.137	-0.463	-0.257	-0.401	-0.497	1.571	0.419	0.779	0.364	-0.53	0.331	-0.598
-0.995	-0.09	-0.264	-1.976	-1.174	0.1	-0.091	-0.359	-0.109	0.904	0.756	0.541	-1.099	0.666	0.78	-0.693	-0.857	0.165	0.448	-0.118	-0.589	-0.611	0.51	0.306	0.097	0.055	1.651	0.166	-0.463	-0.862	-0.368	-0.077	0.285	0.419	2.635	0.364	0.279	-0.588	-0.801
-2.248	-1.716	0.777	-1.95	-2.053	0.124	0.201	-0.225	-0.587	0.904	0.1	0.592	-2.684	-1.278	1.078	-0.778	0.18	0.165	0.442	0.894	-0.985	0.704	0.51	0.342	1.038	0.887	0.73	0.189	2.975	-1.893	0.708	-0.219	-2.309	0.419	2.635	0.364	0.512	0.083	-1.741
-3.795	-3.596	0.135	-2.049	-3.996	0.035	0.23	-0.225	-1.041	0.904	-0.923	0.459	-4.032	-1.719	1.133	-1.852	0.51	0.165	0.435	0.908	-1.011	1.035	0.872	0.345	1.228	2.082	0.456	0.052	1.447	-2.226	0.368	0.003	1.217	0.419	2.635	0.364	-0.12	1.873	-2.663
-3.289	-3.723	0.531	-2.966	-3.44	-0.066	-0.123	0.057	-2.413	-2.76	-2.466	0.232	-2.914	0.784	-0.072	-2.394	0.109	0.165	0.432	0.273	-0.292	-0.139	0.872	0.326	1.226	5.428	1.702	-0.172	2.799	-1.696	0.085	-1.614	0.259	0.419	0.16	0.364	-2.351	-0.973	-2.809
-1.716	-0.94	0.085	-2.099	-1.713	0.026	-0.035	0.018	-0.564	0.598	-2.439	0.11	-1.731	0.695	0.163	-1.867	0.159	0.165	0.436	-0.037	0.808	-0.409	0.661	0.319	1.23	5.633	0.858	0.131	-0.441	-1.438	-0.04	-0.392	-0.101	0.419	0.16	0.364	-2.608	0.403	-0.717
-0.776	-0.099	0.028	-1.482	-0.709	0.005	0.104	0.035	-0.224	0.473	0.723	0.438	-0.964	-1.92	0.189	-1.796	0.241	0.165	0.435	0.897	1.061	1.454	0.51	0.34	1.227	4.717	-0.064	0.143	-0.456	-1.498	-0.473	-0.02	-0.367	0.419	0.16	0.364	-0.174	1.04	-0.017
-1.816	-2.086	-1.179	-1.347	-0.659	0.057	-0.173	0.047	-1.874	0.473	1.816	0.466	-0.248	-2.081	0.188	-1.796	-0.039	0.165	-0.102	0.664	0.511	1.473	0.51	-0.117	1.229	3.212	-0.36	-0.32	-0.462	-1.488	-0.639	-0.433	-0.519	0.419	0.16	0.364	1.813	2.331	1.284
-1.643	-2.279	-1.283	-1.395	-0.451	-0.458	-0.557	0.051	-2.441	0.042	-0.544	-0.673	0.222	0.278	0.314	-1.447	-1.267	0.43	-0.029	0.668	-0.515	-0.121	0.51	0.243	1.227	1.731	0.362	-0.235	-0.46	-0.763	1.817	-1.428	-0.967	0.419	0.16	0.364	0.434	1.388	0.194
0.191	0.028	-0.411	-1.282	0.069	-0.227	-0.491	-0.179	0.051	0.042	-1.17	-0.155	0.58	0.31	0.651	-0.366	-1.031	0.43	0.443	0.061	0.109	-0.079	0.314	0.333	1.0	0.618	0.967	0.184	-0.462	-0.206	-0.286	-1.444	0.57	-0.685	0.16	0.364	-1.334	-0.099	1.186
0.463	0.453	-0.156	-1.229	0.483	-0.178	-0.296	-0.179	0.223	0.042	0.131	0.067	0.451	-0.608	0.945	-0.224	-0.826	0.165	0.446	0.019	0.316	0.056	0.429	0.336	0.967	0.171	0.894	0.288	-0.461	0.343	-0.221	-0.024	-0.106	-0.212	0.16	0.364	-0.274	-0.186	1.07
0.487	0.24	-0.066	-1.089	1.066	-0.102	-0.152	-0.129	0.501	0.042	1.288	0.274	0.454	-2.748	0.952	0.061	-0.344	0.165	0.428	0.824	0.341	0.831	0.51	0.349	0.8	0.078	0.099	0.354	-0.461	0.343	0.308	0.242	-0.045	0.419	0.16	0.364	1.215	0.048	0.778
